"","date","collar","time","lat","long"
"1","2016-02-26","G7",2016-02-26 00:00:00,22.9181834553461,130.674325338124
"2","2016-02-26","G7",2016-02-26 01:00:00,24.1162686213976,130.858656375699
"3","2016-02-26","G7",2016-02-26 02:00:00,23.590242723919,130.904709971994
"4","2016-02-26","G7",2016-02-26 03:00:00,23.7633877721983,129.741512221128
"5","2016-02-26","G7",2016-02-26 04:00:00,24.7746317175499,128.029145113289
"6","2016-02-26","G7",2016-02-26 05:00:00,24.5294278716844,129.213718273646
"7","2016-02-26","G7",2016-02-26 06:00:00,22.2808405806468,130.003097528519
"8","2016-02-26","G7",2016-02-26 07:00:00,22.3630074444953,129.247616180996
"9","2016-02-26","G7",2016-02-26 08:00:00,21.9356649492734,129.335302157966
"10","2016-02-26","G7",2016-02-26 09:00:00,22.0262345138619,129.478055335406
"11","2016-02-26","G7",2016-02-26 10:00:00,20.3239927211395,129.166985237919
"12","2016-02-26","G7",2016-02-26 11:00:00,22.5745725199462,127.106158867421
"13","2016-02-26","G7",2016-02-26 12:00:00,22.7047908083671,126.932670649016
"14","2016-02-26","G7",2016-02-26 13:00:00,22.4682120516686,126.469804959445
"15","2016-02-26","G7",2016-02-26 14:00:00,20.3363221425247,125.656928907535
"16","2016-02-26","G7",2016-02-26 15:00:00,22.0306845832107,124.674862161144
"17","2016-02-26","G7",2016-02-26 16:00:00,22.7531579920446,124.136781308949
"18","2016-02-26","G7",2016-02-26 17:00:00,23.0587267764739,125.707290343018
"19","2016-02-26","G7",2016-02-26 18:00:00,21.4225058281956,126.546138773639
"20","2016-02-26","G7",2016-02-26 19:00:00,21.3000288385054,126.278160079306
"21","2016-02-26","G7",2016-02-26 20:00:00,20.8765895483613,125.264221782522
"22","2016-02-26","G7",2016-02-26 21:00:00,20.4604763908374,122.30464482778
"23","2016-02-26","G7",2016-02-26 22:00:00,19.0238073099603,122.087388666065
"24","2016-02-26","G7",2016-02-26 23:00:00,18.7980522879204,122.414224690647
