"","date","collar","time","lat","long"
"1","2016-02-26","I9",2016-02-26 00:00:00,20.8793105278319,129.269640167716
"2","2016-02-26","I9",2016-02-26 01:00:00,21.1236308443363,126.877816287174
"3","2016-02-26","I9",2016-02-26 02:00:00,21.8663176780304,126.038339594156
"4","2016-02-26","I9",2016-02-26 03:00:00,22.947190722936,127.382936286149
"5","2016-02-26","I9",2016-02-26 04:00:00,22.1499958840583,126.163879457273
"6","2016-02-26","I9",2016-02-26 05:00:00,22.930267148749,126.236591265863
"7","2016-02-26","I9",2016-02-26 06:00:00,25.2483211717785,126.110077806968
"8","2016-02-26","I9",2016-02-26 07:00:00,26.1445001936143,124.117727644009
"9","2016-02-26","I9",2016-02-26 08:00:00,25.4578797157276,124.469267738066
"10","2016-02-26","I9",2016-02-26 09:00:00,25.8475345420316,123.415541811238
"11","2016-02-26","I9",2016-02-26 10:00:00,25.569144375028,124.187736233789
"12","2016-02-26","I9",2016-02-26 11:00:00,25.0431061264628,124.532359577468
"13","2016-02-26","I9",2016-02-26 12:00:00,25.0140441883564,126.866751779863
"14","2016-02-26","I9",2016-02-26 13:00:00,24.0180800379936,125.115084813947
"15","2016-02-26","I9",2016-02-26 14:00:00,24.2401296349279,126.972856407344
"16","2016-02-26","I9",2016-02-26 15:00:00,24.8603916259253,126.973156638388
"17","2016-02-26","I9",2016-02-26 16:00:00,24.0289217296568,127.533817604559
"18","2016-02-26","I9",2016-02-26 17:00:00,23.7294350370835,126.626937187451
"19","2016-02-26","I9",2016-02-26 18:00:00,24.1468782328954,127.347053993186
"20","2016-02-26","I9",2016-02-26 19:00:00,26.4653445045707,127.685857932484
"21","2016-02-26","I9",2016-02-26 20:00:00,28.8835514998852,127.910351120708
"22","2016-02-26","I9",2016-02-26 21:00:00,30.7363318064202,128.23165202671
"23","2016-02-26","I9",2016-02-26 22:00:00,30.6302290842906,128.319035417403
"24","2016-02-26","I9",2016-02-26 23:00:00,31.5652642761632,127.110872464359
