"","date","collar","time","lat","long"
"1","2016-02-26","C3",2016-02-26 00:00:00,36.9771492902233,-116.065298968978
"2","2016-02-26","C3",2016-02-26 01:00:00,35.1354856768004,-115.551293117191
"3","2016-02-26","C3",2016-02-26 02:00:00,35.7163450152533,-115.265066199818
"4","2016-02-26","C3",2016-02-26 03:00:00,36.6446003677325,-115.567469692602
"5","2016-02-26","C3",2016-02-26 04:00:00,38.0540915434031,-115.457025092808
"6","2016-02-26","C3",2016-02-26 05:00:00,37.4609919589877,-116.141498428405
"7","2016-02-26","C3",2016-02-26 06:00:00,38.0471590222988,-117.294768974607
"8","2016-02-26","C3",2016-02-26 07:00:00,38.4928315174199,-116.417438554731
"9","2016-02-26","C3",2016-02-26 08:00:00,37.6492426415589,-114.794437707604
"10","2016-02-26","C3",2016-02-26 09:00:00,36.170598252543,-113.185996437288
"11","2016-02-26","C3",2016-02-26 10:00:00,37.0829191456083,-110.69010019725
"12","2016-02-26","C3",2016-02-26 11:00:00,38.1287970646235,-110.231812380608
"13","2016-02-26","C3",2016-02-26 12:00:00,37.0232019110193,-110.332680945594
"14","2016-02-26","C3",2016-02-26 13:00:00,38.4743470474273,-109.674037086317
"15","2016-02-26","C3",2016-02-26 14:00:00,37.7396657973355,-109.860525897794
"16","2016-02-26","C3",2016-02-26 15:00:00,38.6950667092907,-110.369811287723
"17","2016-02-26","C3",2016-02-26 16:00:00,39.2719180919385,-111.252132306061
"18","2016-02-26","C3",2016-02-26 17:00:00,39.7703874682763,-112.460680014764
"19","2016-02-26","C3",2016-02-26 18:00:00,39.5350854469543,-111.067440060791
"20","2016-02-26","C3",2016-02-26 19:00:00,40.0256063730479,-111.783125969118
"21","2016-02-26","C3",2016-02-26 20:00:00,40.4437502835662,-109.708236224666
"22","2016-02-26","C3",2016-02-26 21:00:00,39.9491517820215,-108.619368055407
"23","2016-02-26","C3",2016-02-26 22:00:00,40.4433901461313,-108.760869315375
"24","2016-02-26","C3",2016-02-26 23:00:00,41.5880241724811,-108.488976865697
