"","date","collar","time","lat","long"
"1","2016-02-26","I9",2016-02-26 00:00:00,37.8302471959146,-116.071586094296
"2","2016-02-26","I9",2016-02-26 01:00:00,36.867141458842,-115.275932062486
"3","2016-02-26","I9",2016-02-26 02:00:00,36.6888269034946,-114.767555960039
"4","2016-02-26","I9",2016-02-26 03:00:00,36.3285623201704,-113.923142578823
"5","2016-02-26","I9",2016-02-26 04:00:00,35.4522708130449,-114.601961228958
"6","2016-02-26","I9",2016-02-26 05:00:00,34.7487026760403,-114.108486701746
"7","2016-02-26","I9",2016-02-26 06:00:00,33.4589806145554,-114.528224710918
"8","2016-02-26","I9",2016-02-26 07:00:00,34.279275124316,-114.584943088189
"9","2016-02-26","I9",2016-02-26 08:00:00,35.204413534784,-114.971854161659
"10","2016-02-26","I9",2016-02-26 09:00:00,34.6077890020581,-115.251725557558
"11","2016-02-26","I9",2016-02-26 10:00:00,34.6082198152532,-115.680860009723
"12","2016-02-26","I9",2016-02-26 11:00:00,32.7188521698295,-115.613481650191
"13","2016-02-26","I9",2016-02-26 12:00:00,32.4128240001554,-115.387636348791
"14","2016-02-26","I9",2016-02-26 13:00:00,33.9936169893388,-114.51485300263
"15","2016-02-26","I9",2016-02-26 14:00:00,34.0997094146376,-115.855918824676
"16","2016-02-26","I9",2016-02-26 15:00:00,34.3085299180819,-116.378326297676
"17","2016-02-26","I9",2016-02-26 16:00:00,34.6899760642904,-118.267146210589
"18","2016-02-26","I9",2016-02-26 17:00:00,33.5183788632338,-118.41889364002
"19","2016-02-26","I9",2016-02-26 18:00:00,31.9218606534887,-117.297725775735
"20","2016-02-26","I9",2016-02-26 19:00:00,32.7004036839103,-116.689771717128
"21","2016-02-26","I9",2016-02-26 20:00:00,34.4642892816041,-116.843302091948
"22","2016-02-26","I9",2016-02-26 21:00:00,32.5277627195513,-117.368490118624
"23","2016-02-26","I9",2016-02-26 22:00:00,34.3073059259606,-116.453582525214
"24","2016-02-26","I9",2016-02-26 23:00:00,34.4461172763386,-117.970168046345
