"","date","collar","time","lat","long"
"1","2016-02-26","A1",2016-02-26 00:00:00,36.9500783830017,-116.466326737761
"2","2016-02-26","A1",2016-02-26 01:00:00,38.3974182378511,-116.84284364915
"3","2016-02-26","A1",2016-02-26 02:00:00,37.9251841747324,-117.16042792269
"4","2016-02-26","A1",2016-02-26 03:00:00,38.1132695353941,-115.486991193178
"5","2016-02-26","A1",2016-02-26 04:00:00,35.4373704772256,-115.941446678254
"6","2016-02-26","A1",2016-02-26 05:00:00,36.6387736121516,-114.3665488629
"7","2016-02-26","A1",2016-02-26 06:00:00,36.9128413264864,-114.669957381567
"8","2016-02-26","A1",2016-02-26 07:00:00,37.2585158015302,-115.2072928444
"9","2016-02-26","A1",2016-02-26 08:00:00,35.5920697678046,-114.281486149347
"10","2016-02-26","A1",2016-02-26 09:00:00,35.9223853729379,-113.650930212728
"11","2016-02-26","A1",2016-02-26 10:00:00,35.0396947526495,-115.103287970987
"12","2016-02-26","A1",2016-02-26 11:00:00,35.0690779827676,-114.270406679855
"13","2016-02-26","A1",2016-02-26 12:00:00,35.2888004953562,-113.824696040161
"14","2016-02-26","A1",2016-02-26 13:00:00,35.7663556397913,-112.927927947705
"15","2016-02-26","A1",2016-02-26 14:00:00,37.5415674458681,-111.71169007524
"16","2016-02-26","A1",2016-02-26 15:00:00,37.7616359961375,-110.539550847633
"17","2016-02-26","A1",2016-02-26 16:00:00,38.0329969399658,-111.160905784322
"18","2016-02-26","A1",2016-02-26 17:00:00,38.4360705807084,-111.361079759105
"19","2016-02-26","A1",2016-02-26 18:00:00,39.2454383449702,-111.713323761678
"20","2016-02-26","A1",2016-02-26 19:00:00,40.4659321812399,-110.00362763611
"21","2016-02-26","A1",2016-02-26 20:00:00,40.0988670407144,-110.957433797378
"22","2016-02-26","A1",2016-02-26 21:00:00,38.7507064794921,-111.459913374881
"23","2016-02-26","A1",2016-02-26 22:00:00,38.4674560617354,-111.630446368092
"24","2016-02-26","A1",2016-02-26 23:00:00,39.3207245083093,-112.10868602802
