"","date","collar","time","lat","long"
"1","2016-02-26","B2",2016-02-26 00:00:00,34.2693568230729,-118.567562103033
"2","2016-02-26","B2",2016-02-26 01:00:00,35.3257220069924,-117.505925610118
"3","2016-02-26","B2",2016-02-26 02:00:00,36.9793721020008,-117.863421626995
"4","2016-02-26","B2",2016-02-26 03:00:00,36.6426904978853,-116.798064070959
"5","2016-02-26","B2",2016-02-26 04:00:00,35.922739655381,-117.584911359002
"6","2016-02-26","B2",2016-02-26 05:00:00,35.291366062504,-117.124239100329
"7","2016-02-26","B2",2016-02-26 06:00:00,33.8336522182288,-115.345215521182
"8","2016-02-26","B2",2016-02-26 07:00:00,35.4314883369922,-115.390346505818
"9","2016-02-26","B2",2016-02-26 08:00:00,34.6540952827835,-114.621050825627
"10","2016-02-26","B2",2016-02-26 09:00:00,35.1739915771885,-114.838185859921
"11","2016-02-26","B2",2016-02-26 10:00:00,35.6803251479063,-115.900906248306
"12","2016-02-26","B2",2016-02-26 11:00:00,34.8281009311549,-117.350617622216
"13","2016-02-26","B2",2016-02-26 12:00:00,34.4736859866331,-116.992336488676
"14","2016-02-26","B2",2016-02-26 13:00:00,33.0647361598388,-115.621038238965
"15","2016-02-26","B2",2016-02-26 14:00:00,30.4444787143384,-113.277826317141
"16","2016-02-26","B2",2016-02-26 15:00:00,31.0478699598303,-111.806612468983
"17","2016-02-26","B2",2016-02-26 16:00:00,30.1183678783967,-112.637091779639
"18","2016-02-26","B2",2016-02-26 17:00:00,30.6849257941339,-111.793092412629
"19","2016-02-26","B2",2016-02-26 18:00:00,28.3727930422568,-111.141507561984
"20","2016-02-26","B2",2016-02-26 19:00:00,26.6115958420578,-110.142966719814
"21","2016-02-26","B2",2016-02-26 20:00:00,27.0049304676487,-109.323103413282
"22","2016-02-26","B2",2016-02-26 21:00:00,27.6107553191708,-108.322977909721
"23","2016-02-26","B2",2016-02-26 22:00:00,26.6171108354996,-106.343929365434
"24","2016-02-26","B2",2016-02-26 23:00:00,27.1886582127968,-106.334261708076
