"","date","collar","time","lat","long"
"1","2016-02-26","H8",2016-02-26 00:00:00,22.3016245171883,-36.5399827786306
"2","2016-02-26","H8",2016-02-26 01:00:00,23.1293454333323,-36.2136258670661
"3","2016-02-26","H8",2016-02-26 02:00:00,21.6909037010314,-37.7031649295538
"4","2016-02-26","H8",2016-02-26 03:00:00,22.1634296359502,-37.3960971784753
"5","2016-02-26","H8",2016-02-26 04:00:00,22.5476563500832,-37.0054134169474
"6","2016-02-26","H8",2016-02-26 05:00:00,23.0814433193732,-36.4054328006739
"7","2016-02-26","H8",2016-02-26 06:00:00,23.2560052367024,-37.2092526658994
"8","2016-02-26","H8",2016-02-26 07:00:00,22.2231872023379,-39.2065570472411
"9","2016-02-26","H8",2016-02-26 08:00:00,20.1658850380761,-39.1664800115102
"10","2016-02-26","H8",2016-02-26 09:00:00,21.1898647724696,-38.6509041992594
"11","2016-02-26","H8",2016-02-26 10:00:00,22.1975483925386,-40.0713217970052
"12","2016-02-26","H8",2016-02-26 11:00:00,20.771548723584,-40.2636631941332
"13","2016-02-26","H8",2016-02-26 12:00:00,19.9657788983971,-41.9821026253715
"14","2016-02-26","H8",2016-02-26 13:00:00,21.9044914935547,-40.5445288756419
"15","2016-02-26","H8",2016-02-26 14:00:00,20.68631578567,-41.6223478071633
"16","2016-02-26","H8",2016-02-26 15:00:00,20.7218300362584,-42.7997930884427
"17","2016-02-26","H8",2016-02-26 16:00:00,20.6289839107369,-41.8933148988571
"18","2016-02-26","H8",2016-02-26 17:00:00,20.9256975785765,-41.4496891216808
"19","2016-02-26","H8",2016-02-26 18:00:00,19.8998736514175,-42.479058726899
"20","2016-02-26","H8",2016-02-26 19:00:00,19.7087541000123,-42.0407251267185
"21","2016-02-26","H8",2016-02-26 20:00:00,21.1141478602382,-44.0235648571044
"22","2016-02-26","H8",2016-02-26 21:00:00,20.4242094991489,-44.059994455999
"23","2016-02-26","H8",2016-02-26 22:00:00,19.8242194175978,-44.8608749058536
"24","2016-02-26","H8",2016-02-26 23:00:00,20.3299566187047,-45.1707642401723
